"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.1","6","5.8","5.5","5.6","5.4","4.9","4.7","5.1","5.9","5.7","5.4","5.6","5.5","5.2","4","3.3","2.7","2.5","2.8","","",
"Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Eswatini","SWZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","9.8","8.5","8.7","9.6","10.7","11.3","11.6","16.4","19.7","22","18.5","15.8","14.4","14.4","14.5","13.7","12.9","12.1","11.9","11.6","","",
"Sint Maarten (Dutch part)","SXM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6","2.6","2.6","2.6","2.6","2.8","2.6","3.3","4","5","5.6","5.7","5.7","5.2","4.7","4.3","4","4","3.5","4.3","","",
"Syrian Arab Republic","SYR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","6.8","6.1","5.4","4.9","4.5","4.2","3.9","4.1","4.7","6.1","7.3","8.4","9.4","11.1","13.5","16.8","20.1","23.6","25.7","27.8","","",
"Turks and Caicos Islands","TCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","37.5","38","37.4","38.1","38.6","39.4","40.2","35.2","30.2","24.2","23.8","24.1","25.5","26.2","26.1","26","26.8","28.1","29.8","31.4","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1727214775192","12.5506043915896","11.7318935743597","11.0156598447948","10.2067927070314","9.2907760643127","8.23199016506","7.16929846729019","6.01288489958155","5.36790890788261","4.93317132603087","4.67473850836401","4.42799198722129","4.27658131241088","4.075252713957","3.89232020095809","3.69371618389052","3.58177088978366","3.52004949863752","3.51889090820076","3.49090218153742","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59418877856403","5.30453604430713","5.04023528166817","4.7157609663162","4.47982829426573","4.24415898677507","4.08757521383605","4.00164178643481","3.70244821877774","3.39791786921584","3.08005720904115","3.01463126181669","2.97723325572945","2.93443895122536","2.88794404616681","2.8489046313852","2.80122189052091","2.78181562004994","2.8474656804662","2.8869611107826","2.95853004873601","","",
"Togo","TGO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6","31.6","30.3","29.3","28.3","27.8","26.7","25.8","23.3","21.2","19.6","19.5","19.2","19.7","19.8","20.3","20","19.7","18.8","17.5","17.4","","",
"Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","16.4","15","13.7","11.9","10.6","10.2","10.6","10.1","9.6","8.7","8.5","8","7.4","6.9","6.8","6.8","6.5","6","5.6","5.2","","",
"Tajikistan","TJK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","41.4","41.8","39.7","37.6","35.8","35.2","34.4","30.7","26.8","23.1","22","20.8","18.8","16.3","14.1","12.3","10.5","9.8","9.3","9.3","","",
"Turkmenistan","TKM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","5.9","5.1","4.5","4.2","4","4","3.9","4.9","5.9","6.7","6.7","6.3","5.8","5.5","5.6","5.6","5.8","5.8","5.8","5.7","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9718239866831","10.7055340408924","10.4745849702232","9.96621119729847","9.48904351302408","8.94667837746596","8.4069316238837","8.0562920933128","7.38303199711432","6.78208920245312","6.09499962717215","5.83069313947725","5.56575885081775","5.38963939215062","5.60038003068458","5.84681055020826","6.15757779830292","6.05236576294299","6.10278077172219","6.51516480666612","6.86515568596476","","",
"Timor-Leste","TLS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","37.8","34.3","33.6","33.1","32.7","32.4","33","32.9","32.9","31.9","31.1","29.8","28.4","27.6","27.1","26.1","25","23.8","23.7","22.3","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.74497307161661","8.7310055050624","8.71671970118678","8.69983204827347","8.56301544304757","8.43394540355543","8.23028412727331","8.01022077258814","7.77476133783232","7.91859508710606","8.05445150233358","8.33202858341603","8.30202779939893","8.75581874923059","9.43706347734508","10.0428488821981","10.4925509885468","10.4737777013499","10.5068389375299","10.3263145167261","10.6444078774481","","",
"Tonga","TON","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7928571304692","19.9351985158235","20.8406108655595","20.9371293670321","20.245513038395","18.5052379043627","16.6983978696814","15.8180591738336","15.7448728336637","15.5412346806525","15.3588051890049","14.8869385504011","14.5862288490339","14.2587961384122","13.8053804129231","13.3033738243332","12.7161922646948","12.8300576747971","14.0254219901212","15.5197673427994","16.3262610717187","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7398094787168","25.210504565394","24.6429642960666","23.6598849667801","22.6528344792025","21.9140361429854","21.5502607742929","21.1670929336727","19.6923915577675","18.3431175252222","17.1533639052562","17.061118016543","16.8756530501848","17.2241908816826","17.8075123661761","18.2335217656263","18.5138663985649","18.7003309331708","19.5951391540862","20.6454042168921","21.5998892789595","","",
"Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10.5","11.1","11.5","11.2","10.7","10","9.7","10.6","11","11.3","10.7","10.8","11","11.3","11.5","12","12.7","13.2","13.4","12.2","","",
"Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.5","4.5","4.4","4.3","4.3","4","3.8","3.6","3.5","3.4","3.3","3.1","2.9","2.8","2.7","2.6","2.5","2.5","2.8","3","","",
"Turkiye","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Tuvalu","TUV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8","33.7","32.2","31.3","28.1","25.6","25.4","25.6","25.6","23.8","21.7","20.7","20.3","20.2","20.5","21.1","21.8","22.2","22.3","22.2","23.5","","",
"Uganda","UGA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","16.9","16","15.9","16.9","18.5","20.1","20.7","19.4","18.4","18","19.3","21.3","24.7","30.2","34.2","35.5","34.1","32.5","31.5","31.6","","",
"Ukraine","UKR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.8","3.6","4.1","4.8","","",
"Upper middle income","UMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2862066063076","9.84463369781757","9.27923688118419","8.74339212386599","8.1383473358595","7.46951472526996","6.7441591006823","6.01570674265194","5.14609291511252","4.64420033588376","4.29774036212733","4.11264721713622","3.94997763969192","3.87203067403656","3.79479036989509","3.72896617935456","3.65329120174738","3.61320984777846","3.62120019405397","3.73044977386498","3.81290163302363","","",
"Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.1","3","3","2.9","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Uzbekistan","UZB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.3","18.7","16.8","14.8","12.7","11.5","11.3","8.6","5.8","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"St. Vincent and the Grenadines","VCT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","12.8","10.3","9.4","8.5","7.8","7.3","6.9","6.5","6.3","6","5.7","5.6","5.3","5","4.3","3.6","3.2","3.3","3.6","3.1","","",
"Venezuela, RB","VEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.9","14.5","9.9","8.3","7","4.7","2.8","2.5","2.5","2.5","2.5","2.5","3.7","10.8","16.8","23","22.7","23.4","21.6","17.9","","",
"British Virgin Islands","VGB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","17.7","16","15.3","15.2","15","13.8","12.6","11.1","9.9","8.6","8.1","7.6","7.5","7.1","6.8","6.4","6","5.5","5.1","5","","",
"Vanuatu","VUT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","6.9","6.8","6.9","6.4","6.1","6","7.6","9.3","11.2","11.7","11.5","10.9","10.5","10.3","10.4","10.5","10.8","9.8","9.5","","",
"World","WLD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","13","12.9","12.5","12","11.2","10.4","9.9","9.3","8.8","8.3","8.1","7.9","7.8","7.8","7.8","7.7","7.7","8.2","8.7","9.2","","",
"Samoa","WSM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.1","3","2.8","2.8","3.2","3.4","3.5","4.3","5.4","6","6","5.8","6.7","7.3","7.9","7.9","7.7","7.4","5.6","4.6","","",
"Kosovo","XKX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2","27.2","27.6","27.9","27.3","26.1","25.6","25.4","23.4","25.1","25.6","28.6","29","32.9","38.7","42","42.9","41.1","38.9","36","34.5","","",
"South Africa","ZAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.7","3.6","3.4","3.4","3.5","3.6","3.6","4.1","4.7","5.1","5.2","5.5","6.3","6.5","6.2","5.7","5.7","6.1","6.9","7.9","","",
"Zambia","ZMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4","50.2","50.1","49.9","51.4","53.3","54.9","54","49.1","44.1","40.2","38.6","36.7","35","33","31.2","29.4","28.8","29.2","30","29.8","","",
"Zimbabwe","ZWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","32.1","31.6","31.6","30","29.3","28.7","28.7","27.8","26.3","25.1","25.1","27","30","32.6","35.1","36.3","38.2","38.9","39.1","38.4","","",
